question,regulation,breadcrumb,multi_regulation
Dans quels cas dois‑je notifier l’autorité compétente avant d’acquérir ou d’augmenter une participation supérieure à 20 % dans un prestataire de services sur crypto‑actifs ?,MiCA,MiCA > Titre 5 > Article 83,False
Combien de temps l’autorité a‑t‑elle pour accuser réception de ma notification et pour mener son évaluation de l’acquisition envisagée ?,MiCA,MiCA > Titre 5 > Article 83,False
"L’autorité peut‑elle me demander des informations complémentaires pendant l’évaluation, et quelles sont les limites de suspension du délai d’évaluation ?",MiCA,MiCA > Titre 5 > Article 83,False
Que se passe‑t‑il si l’autorité s’oppose à mon projet d’acquisition ? Quels sont les délais de notification de son refus et les motifs à fournir ?,MiCA,MiCA > Titre 5 > Article 83,False
"Si je prévois de réduire ma participation en dessous des seuils de 10 %, 20 %, 30 % ou 50 %, quelles sont les obligations de notification et les éventuelles conséquences réglementaires ?",MiCA,MiCA > Titre 5 > Article 83,False
Quels critères permettent de considérer qu’un système d’IA à haut risque est « présumé conforme » aux exigences du règlement grâce à une norme harmonisée publiée au Journal officiel ?,AI Act,AI Act > Chapitre 3 > Article 40,False
Comment la Commission européenne doit‑elle procéder pour soumettre une demande de normalisation couvrant les exigences de la section 2 du chapitre 3 ?,AI Act,AI Act > Chapitre 3 > Article 40,False
Quels types de livrables doivent être inclus dans la demande de normalisation afin d’améliorer la performance énergétique des systèmes d’IA à haut risque pendant leur cycle de vie ?,AI Act,AI Act > Chapitre 3 > Article 40,False
"Dans quelle mesure les parties prenantes, y compris le forum consultatif, sont‑elles consultées lors de l’élaboration d’une demande de normalisation pour les modèles d’IA à usage général ?",AI Act,AI Act > Chapitre 3 > Article 40,False
Quelles obligations les organisations européennes de normalisation doivent‑elles prouver qu’elles remplissent pour répondre aux objectifs de sécurité juridique et de compétitivité du marché de l’IA ?,AI Act,AI Act > Chapitre 3 > Article 40,False
Dans quels délais un prestataire tiers critique de services TIC doit‑il informer le superviseur principal de son intention de suivre ou non les recommandations reçues ?,DORA,DORA > Chapitre 5 > Article 42,False
Quelles sont les conséquences si le prestataire ne fournit pas d’explication suffisante sur le non‑respect des recommandations ?,DORA,DORA > Chapitre 5 > Article 42,False
"Le superviseur principal peut‑il publier publiquement l’identité du prestataire en cas de manquement, et quelles sont les limites de cette diffusion ?",DORA,DORA > Chapitre 5 > Article 42,False
Quels types d’informations les autorités compétentes doivent‑elles communiquer aux entités financières concernant les risques identifiés dans les recommandations ?,DORA,DORA > Chapitre 5 > Article 42,False
Quelles mesures un superviseur principal peut‑il imposer aux entités financières si elles ne prennent pas en compte les risques liés aux prestataires tiers critiques ?,DORA,DORA > Chapitre 5 > Article 42,False
Dans quelles circonstances les autorités compétentes peuvent‑elles demander la suspension ou la résiliation des contrats avec un prestataire tiers critique ?,DORA,DORA > Chapitre 5 > Article 42,False
Comment le superviseur principal peut‑il intervenir lorsqu’un prestataire refuse d’appliquer les recommandations et que cela menace la stabilité du secteur financier ?,DORA,DORA > Chapitre 5 > Article 42,False
Quels critères sont évalués pour déterminer la gravité d’une non‑conformité d’un prestataire tiers critique de services TIC ?,DORA,DORA > Chapitre 5 > Article 42,False
"Qui doit être informé lorsqu’une décision de suspension ou de résiliation d’un service est prise, et comment les parties concernées doivent‑elles coopérer ?",DORA,DORA > Chapitre 5 > Article 42,False
"Le superviseur principal peut‑il fournir des précisions supplémentaires sur les recommandations, et comment ces précisions sont‑elles communiquées aux autorités compétentes ?",DORA,DORA > Chapitre 5 > Article 42,False
Qui assure le secrétariat du comité et sous quelle autorité ?,GDPR,GDPR > Chapitre 7 > Article 75,False
Le personnel du Contrôleur européen intervenant pour le comité relève‑t‑il d’une hiérarchie différente de celle du reste du Contrôleur ?,GDPR,GDPR > Chapitre 7 > Article 75,False
Quels sont les rôles précis du secrétariat en matière de communication et de traduction ?,GDPR,GDPR > Chapitre 7 > Article 75,False
Le comité doit‑il établir un protocole d’accord avec le Contrôleur européen pour encadrer la coopération ?,GDPR,GDPR > Chapitre 7 > Article 75,False
"Quelles tâches le secrétariat doit‑il accomplir avant, pendant et après les réunions du comité ?",GDPR,GDPR > Chapitre 7 > Article 75,False
Qui est responsable de convoquer les réunions du comité et de définir l'ordre du jour ?,GDPR,GDPR > Chapitre 7 > Article 74,False
"Le président doit-il informer les autorités de contrôle de toutes les décisions du comité, et si oui, comment ?",GDPR,GDPR > Chapitre 7 > Article 74,False
"Quelles sont les obligations du président concernant le respect des délais pour les missions du comité, notamment le contrôle de cohérence ?",GDPR,GDPR > Chapitre 7 > Article 74,False
Comment le comité détermine-t-il la répartition des tâches entre le président et les vice‑présidents ?,GDPR,GDPR > Chapitre 7 > Article 74,False
Le président doit‑il notifier les décisions du comité uniquement à l’autorité de contrôle chef de file ou également aux autres autorités concernées ?,GDPR,GDPR > Chapitre 7 > Article 74,False
Quels types d’accords administratifs peuvent être conclus avec les autorités de pays tiers concernant les risques liés aux prestataires de services TIC ?,DORA,DORA > Chapitre 5 > Article 44,False
Qui est responsable de la remise du rapport conjoint tous les cinq ans sur les risques des prestataires TIC ?,DORA,DORA > Chapitre 5 > Article 44,False
Dans quel cadre juridique les accords mentionnés sont-ils établis ? (référence aux règlements UE concernés),DORA,DORA > Chapitre 5 > Article 44,False
Quels sont les principaux objectifs de la coopération internationale prévue par ces accords ?,DORA,DORA > Chapitre 5 > Article 44,False
Comment les bonnes pratiques élaborées avec les autorités tierces sont‑elles appliquées aux contrôles de gestion du risque TIC ?,DORA,DORA > Chapitre 5 > Article 44,False
Le rapport quinquennal doit‑il être rendu public ou reste‑t‑il confidentiel ?,DORA,DORA > Chapitre 5 > Article 44,False
Quels impacts le rapport sur les risques des prestataires TIC doit‑il prendre en compte pour la stabilité financière et la protection des investisseurs ?,DORA,DORA > Chapitre 5 > Article 44,False
Quelle est la fréquence de mise à jour des accords administratifs avec les autorités de pays tiers ?,DORA,DORA > Chapitre 5 > Article 44,False
"À qui le rapport conjoint est‑il transmis exactement ? (Parmi le Parlement, le Conseil, la Commission et le comité mixte)",DORA,DORA > Chapitre 5 > Article 44,False
Quels éléments relatifs aux mesures d’atténuation et aux réponses aux incidents doivent être inclus dans les bonnes pratiques établies ?,DORA,DORA > Chapitre 5 > Article 44,False
Quels sont les critères chiffrés pour qu’un prestataire de services sur crypto‑actifs soit considéré comme d’importance significative dans l’UE ?,MiCA,MiCA > Titre 5 > Article 85,False
Dans quel délai un prestataire doit‑il notifier les autorités compétentes lorsqu’il atteint le seuil de 15 millions d’utilisateurs actifs ?,MiCA,MiCA > Titre 5 > Article 85,False
Que doit faire l’autorité compétente de l’État membre d’origine une fois qu’elle a confirmé que le seuil d’importance significative est atteint ?,MiCA,MiCA > Titre 5 > Article 85,False
Quelles informations doivent être transmises chaque année au conseil des autorités de surveillance de l’AEMF concernant les agréments et retraits d’agrément des prestataires d’importance significative ?,MiCA,MiCA > Titre 5 > Article 85,False
"L’AEMF peut‑elle intervenir directement après la notification d’un prestataire atteignant le seuil, et si oui, sur quelles bases juridiques ?",MiCA,MiCA > Titre 5 > Article 85,False
Dans quelles circonstances la Commission peut‑elle créer des spécifications communes au lieu de recourir à des normes harmonisées ?,AI Act,AI Act > Chapitre 3 > Article 41,False
Quels sont les effets d’une référence à une norme harmonisée publiée au Journal officiel sur les actes d’exécution déjà adoptés ?,AI Act,AI Act > Chapitre 3 > Article 41,False
Comment un fournisseur de systèmes d’IA à haut risque doit‑il justifier le non‑respect des spécifications communes ?,AI Act,AI Act > Chapitre 3 > Article 41,False
Quel rôle joue le comité visé à l’article 22 du règlement 1025/2012 avant l’élaboration d’un acte d’exécution ?,AI Act,AI Act > Chapitre 3 > Article 41,False
"Si un État membre estime qu’une spécification commune ne satisfait pas les exigences du chapitre, quelles démarches doit‑il entreprendre auprès de la Commission ?",AI Act,AI Act > Chapitre 3 > Article 41,False
À quelles catégories de crypto‑actifs le titre s’applique‑t‑il exactement ?,MiCA,MiCA > Titre 6 > Article 86,False
Est‑ce que les obligations du titre concernent uniquement les transactions réalisées sur une plateforme d’échange ?,MiCA,MiCA > Titre 6 > Article 86,False
Les comportements liés aux crypto‑actifs en cours de demande d’admission sont‑ils soumis aux mêmes exigences que ceux déjà admis ?,MiCA,MiCA > Titre 6 > Article 86,False
Le champ d’application du titre couvre‑t‑il les actions menées depuis l’étranger sur des crypto‑actifs européens ?,MiCA,MiCA > Titre 6 > Article 86,False
Une omission de conformité concernant un crypto‑actif admis à la négociation peut‑elle entraîner des sanctions même si aucune transaction n’a eu lieu ?,MiCA,MiCA > Titre 6 > Article 86,False
Quels critères déterminent le montant de la redevance que le superviseur principal doit percevoir auprès d’un prestataire tiers critique de services TIC ?,DORA,DORA > Chapitre 5 > Article 43,False
La redevance est‑elle effectivement calculée en fonction du chiffre d’affaires du prestataire concerné ?,DORA,DORA > Chapitre 5 > Article 43,False
"Quels types de dépenses le superviseur principal peut‑il inclure dans la redevance (ex. travaux d’examen conjoint, conseils d’experts indépendants) ?",DORA,DORA > Chapitre 5 > Article 43,False
